docID;Name;Link;criterionID;criterion;score
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D4;Inbound logistics;2
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D5;Production;2
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D6;Outbound logistics;2
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D7;Marketing & Sales;2
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D8;Customer support;2
30;Understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions;10.1007/s10479-020-03683-9;D9;Security;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;A1;Conceptualization;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;A2;Data Preparation & Exploration;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;A3;Model Building and Evaluation;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;A4;Deployment and Monitoring;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B1;Examples;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B2;Quick Read;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B3;Stakeholder Inclusivity;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B4;Feasibility - Capabilities;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B5;Feasibility - Resources;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B6;Recommendations of Techniques;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B7;Recommendations of Training;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;B8;Evidence of Adoption;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C1;Development of dynamic capabilities;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C2;Simple solutions;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C3;Managerial capability development;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C4;Access to financial resources;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C5;Sharing of success stories;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C6;Market regulation & standards;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C7;AI Strategy;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C8;Innovation culture;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C9;Data governance;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;C10;Ethical considerations;2
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D1;Management support;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D2;HRM;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D3;R&D;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D4;Inbound logistics;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D5;Production;1
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D6;Outbound logistics;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D7;Marketing & Sales;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D8;Customer support;0
31;A New Organizational Chassis for Artificial Intelligence - Exploring Organizational Readiness Factors;https://web.archive.org/web/20200324144101id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1105&context=ecis2019_rp;D9;Security;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;A1;Conceptualization;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;A2;Data Preparation & Exploration;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;A3;Model Building and Evaluation;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;A4;Deployment and Monitoring;1
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B1;Examples;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B2;Quick Read;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B3;Stakeholder Inclusivity;1
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B4;Feasibility - Capabilities;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B5;Feasibility - Resources;1
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B6;Recommendations of Techniques;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B7;Recommendations of Training;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;B8;Evidence of Adoption;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C1;Development of dynamic capabilities;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C2;Simple solutions;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C3;Managerial capability development;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C4;Access to financial resources;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C5;Sharing of success stories;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C6;Market regulation & standards;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C7;AI Strategy;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C8;Innovation culture;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C9;Data governance;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;C10;Ethical considerations;1
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D1;Management support;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D2;HRM;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D3;R&D;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D4;Inbound logistics;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D5;Production;2
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D6;Outbound logistics;1
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D7;Marketing & Sales;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D8;Customer support;0
32;Industrial Artificial Intelligence in Industry 4.0 - Systematic Review, Challenges and Outlook;https://ieeexplore.ieee.org/document/9285283;D9;Security;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;A1;Conceptualization;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;A2;Data Preparation & Exploration;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;A3;Model Building and Evaluation;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;A4;Deployment and Monitoring;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B1;Examples;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B2;Quick Read;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B3;Stakeholder Inclusivity;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B4;Feasibility - Capabilities;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B5;Feasibility - Resources;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B6;Recommendations of Techniques;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B7;Recommendations of Training;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;B8;Evidence of Adoption;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C1;Development of dynamic capabilities;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C2;Simple solutions;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C3;Managerial capability development;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C4;Access to financial resources;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C5;Sharing of success stories;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C6;Market regulation & standards;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C7;AI Strategy;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C8;Innovation culture;1
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C9;Data governance;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;C10;Ethical considerations;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D1;Management support;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D2;HRM;2
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D3;R&D;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D4;Inbound logistics;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D5;Production;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D6;Outbound logistics;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D7;Marketing & Sales;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D8;Customer support;0
33;Artificial intelligence – challenges and opportunities for international HRM: a review and research agenda;https://www.tandfonline.com/doi/full/10.1080/09585192.2022.2035161;D9;Security;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;A1;Conceptualization;2
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;A2;Data Preparation & Exploration;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;A3;Model Building and Evaluation;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;A4;Deployment and Monitoring;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B1;Examples;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B2;Quick Read;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B3;Stakeholder Inclusivity;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B4;Feasibility - Capabilities;2
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B5;Feasibility - Resources;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B6;Recommendations of Techniques;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B7;Recommendations of Training;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;B8;Evidence of Adoption;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C1;Development of dynamic capabilities;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C2;Simple solutions;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C3;Managerial capability development;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C4;Access to financial resources;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C5;Sharing of success stories;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C6;Market regulation & standards;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C7;AI Strategy;2
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C8;Innovation culture;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C9;Data governance;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;C10;Ethical considerations;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D1;Management support;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D2;HRM;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D3;R&D;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D4;Inbound logistics;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D5;Production;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D6;Outbound logistics;1
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D7;Marketing & Sales;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D8;Customer support;0
34;Adoption and use of AI tools: a research agenda grounded in UTAUT;https://link.springer.com/article/10.1007/s10479-020-03918-9;D9;Security;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;A1;Conceptualization;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;A2;Data Preparation & Exploration;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;A3;Model Building and Evaluation;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;A4;Deployment and Monitoring;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B1;Examples;2
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B2;Quick Read;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B3;Stakeholder Inclusivity;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B4;Feasibility - Capabilities;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B5;Feasibility - Resources;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B6;Recommendations of Techniques;2
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B7;Recommendations of Training;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;B8;Evidence of Adoption;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C1;Development of dynamic capabilities;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C2;Simple solutions;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C3;Managerial capability development;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C4;Access to financial resources;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C5;Sharing of success stories;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C6;Market regulation & standards;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C7;AI Strategy;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C8;Innovation culture;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C9;Data governance;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;C10;Ethical considerations;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D1;Management support;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D2;HRM;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D3;R&D;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D4;Inbound logistics;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D5;Production;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D6;Outbound logistics;0
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D7;Marketing & Sales;2
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D8;Customer support;1
35;Does marketing analytics capability boost firms' competitive marketing performance in data-rich business environment?;https://www.emerald.com/insight/content/doi/10.1108/JEIM-05-2020-0185/full/html;D9;Security;0
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;A1;Conceptualization;2
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;A2;Data Preparation & Exploration;2
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;A3;Model Building and Evaluation;1
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;A4;Deployment and Monitoring;1
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;B1;Examples;2
36;Success Factors of Artificial Intelligence Implementation in Healthcare;10.3389/fdgth.2021.594971;B2;Quick Read;1
